id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
631,Heatmor,Anteater Pokémon,['Fire'],1.4 m (4′07″),58.0 kg (127.9 lbs),"['Gluttony', 'Flash Fire', 'White Smoke']",[],It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,https://pokemondb.net/pokedex/heatmor,https://img.pokemondb.net/artwork/heatmor.jpg
632,Durant,Iron Ant Pokémon,"['Bug', 'Steel']",0.3 m (1′00″),33.0 kg (72.8 lbs),"['Swarm', 'Hustle', 'Truant']",[],"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",https://pokemondb.net/pokedex/durant,https://img.pokemondb.net/artwork/durant.jpg
633,Deino,Irate Pokémon,"['Dark', 'Dragon']",0.8 m (2′07″),17.3 kg (38.1 lbs),['Hustle'],"['Deino', 'Zweilous', 'Hydreigon']","It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",https://pokemondb.net/pokedex/deino,https://img.pokemondb.net/artwork/deino.jpg
634,Zweilous,Hostile Pokémon,"['Dark', 'Dragon']",1.4 m (4′07″),50.0 kg (110.2 lbs),['Hustle'],"['Deino', 'Zweilous', 'Hydreigon']","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",https://pokemondb.net/pokedex/zweilous,https://img.pokemondb.net/artwork/zweilous.jpg
635,Hydreigon,Brutal Pokémon,"['Dark', 'Dragon']",1.8 m (5′11″),160.0 kg (352.7 lbs),['Levitate'],"['Deino', 'Zweilous', 'Hydreigon']","This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",https://pokemondb.net/pokedex/hydreigon,https://img.pokemondb.net/artwork/hydreigon.jpg
636,Larvesta,Torch Pokémon,"['Bug', 'Fire']",1.1 m (3′07″),28.8 kg (63.5 lbs),"['Flame Body', 'Swarm']","['Larvesta', 'Volcarona']","This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",https://pokemondb.net/pokedex/larvesta,https://img.pokemondb.net/artwork/larvesta.jpg
637,Volcarona,Sun Pokémon,"['Bug', 'Fire']",1.6 m (5′03″),46.0 kg (101.4 lbs),"['Flame Body', 'Swarm']","['Larvesta', 'Volcarona']","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",https://pokemondb.net/pokedex/volcarona,https://img.pokemondb.net/artwork/volcarona.jpg
638,Cobalion,Iron Will Pokémon,"['Steel', 'Fighting']",2.1 m (6′11″),250.0 kg (551.2 lbs),['Justified'],[],This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,https://pokemondb.net/pokedex/cobalion,https://img.pokemondb.net/artwork/cobalion.jpg
639,Terrakion,Cavern Pokémon,"['Rock', 'Fighting']",1.9 m (6′03″),260.0 kg (573.2 lbs),['Justified'],[],This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,https://pokemondb.net/pokedex/terrakion,https://img.pokemondb.net/artwork/terrakion.jpg
640,Virizion,Grassland Pokémon,"['Grass', 'Fighting']",2.0 m (6′07″),200.0 kg (440.9 lbs),['Justified'],[],This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,https://pokemondb.net/pokedex/virizion,https://img.pokemondb.net/artwork/virizion.jpg
641,Tornadus,Cyclone Pokémon,['Flying'],1.5 m (4′11″),63.0 kg (138.9 lbs),"['Prankster', 'Defiant']",[],The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://pokemondb.net/pokedex/tornadus,https://img.pokemondb.net/artwork/tornadus-incarnate.jpg
642,Thundurus,Bolt Strike Pokémon,"['Electric', 'Flying']",1.5 m (4′11″),61.0 kg (134.5 lbs),"['Prankster', 'Defiant']",[],Countless charred remains mar the landscape of places through which Thundurus has passed.,https://pokemondb.net/pokedex/thundurus,https://img.pokemondb.net/artwork/thundurus-incarnate.jpg
643,Reshiram,Vast White Pokémon,"['Dragon', 'Fire']",3.2 m (10′06″),330.0 kg (727.5 lbs),['Turboblaze'],[],"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",https://pokemondb.net/pokedex/reshiram,https://img.pokemondb.net/artwork/reshiram.jpg
644,Zekrom,Deep Black Pokémon,"['Dragon', 'Electric']",2.9 m (9′06″),345.0 kg (760.6 lbs),['Teravolt'],[],"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",https://pokemondb.net/pokedex/zekrom,https://img.pokemondb.net/artwork/zekrom.jpg
645,Landorus,Abundance Pokémon,"['Ground', 'Flying']",1.5 m (4′11″),68.0 kg (149.9 lbs),"['Sand Force', 'Sheer Force']",[],Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://pokemondb.net/pokedex/landorus,https://img.pokemondb.net/artwork/landorus-incarnate.jpg
646,Kyurem,Boundary Pokémon,"['Dragon', 'Ice']",3.0 m (9′10″),325.0 kg (716.5 lbs),['Pressure'],[],"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://pokemondb.net/pokedex/kyurem,https://img.pokemondb.net/artwork/kyurem.jpg
647,Keldeo,Colt Pokémon,"['Water', 'Fighting']",1.4 m (4′07″),48.5 kg (106.9 lbs),['Justified'],[],"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://pokemondb.net/pokedex/keldeo,https://img.pokemondb.net/artwork/keldeo-ordinary.jpg
648,Meloetta,Melody Pokémon,"['Normal', 'Psychic']",0.6 m (2′00″),6.5 kg (14.3 lbs),['Serene Grace'],[],Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://pokemondb.net/pokedex/meloetta,https://img.pokemondb.net/artwork/meloetta-aria.jpg
649,Genesect,Paleozoic Pokémon,"['Bug', 'Steel']",1.5 m (4′11″),82.5 kg (181.9 lbs),['Download'],[],"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",https://pokemondb.net/pokedex/genesect,https://img.pokemondb.net/artwork/genesect.jpg
650,Chespin,Spiny Nut Pokémon,['Grass'],0.4 m (1′04″),9.0 kg (19.8 lbs),"['Overgrow', 'Bulletproof']","['Chespin', 'Quilladin', 'Chesnaught']","The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",https://pokemondb.net/pokedex/chespin,https://img.pokemondb.net/artwork/chespin.jpg
651,Quilladin,Spiny Armor Pokémon,['Grass'],0.7 m (2′04″),29.0 kg (63.9 lbs),"['Overgrow', 'Bulletproof']","['Chespin', 'Quilladin', 'Chesnaught']",It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,https://pokemondb.net/pokedex/quilladin,https://img.pokemondb.net/artwork/quilladin.jpg
652,Chesnaught,Spiny Armor Pokémon,"['Grass', 'Fighting']",1.6 m (5′03″),90.0 kg (198.4 lbs),"['Overgrow', 'Bulletproof']","['Chespin', 'Quilladin', 'Chesnaught']",Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,https://pokemondb.net/pokedex/chesnaught,https://img.pokemondb.net/artwork/chesnaught.jpg
653,Fennekin,Fox Pokémon,['Fire'],0.4 m (1′04″),9.4 kg (20.7 lbs),"['Blaze', 'Magician']","['Fennekin', 'Braixen', 'Delphox']","Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",https://pokemondb.net/pokedex/fennekin,https://img.pokemondb.net/artwork/fennekin.jpg
654,Braixen,Fox Pokémon,['Fire'],1.0 m (3′03″),14.5 kg (32.0 lbs),"['Blaze', 'Magician']","['Fennekin', 'Braixen', 'Delphox']","It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",https://pokemondb.net/pokedex/braixen,https://img.pokemondb.net/artwork/braixen.jpg
655,Delphox,Fox Pokémon,"['Fire', 'Psychic']",1.5 m (4′11″),39.0 kg (86.0 lbs),"['Blaze', 'Magician']","['Fennekin', 'Braixen', 'Delphox']","It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",https://pokemondb.net/pokedex/delphox,https://img.pokemondb.net/artwork/delphox.jpg
656,Froakie,Bubble Frog Pokémon,['Water'],0.3 m (1′00″),7.0 kg (15.4 lbs),"['Torrent', 'Protean']","['Froakie', 'Frogadier', 'Greninja']",It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,https://pokemondb.net/pokedex/froakie,https://img.pokemondb.net/artwork/froakie.jpg
657,Frogadier,Bubble Frog Pokémon,['Water'],0.6 m (2′00″),10.9 kg (24.0 lbs),"['Torrent', 'Protean']","['Froakie', 'Frogadier', 'Greninja']","It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",https://pokemondb.net/pokedex/frogadier,https://img.pokemondb.net/artwork/frogadier.jpg
658,Greninja,Ninja Pokémon,"['Water', 'Dark']",1.5 m (4′11″),40.0 kg (88.2 lbs),"['Torrent', 'Protean']","['Froakie', 'Frogadier', 'Greninja']","It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",https://pokemondb.net/pokedex/greninja,https://img.pokemondb.net/artwork/greninja.jpg
659,Bunnelby,Digging Pokémon,['Normal'],0.4 m (1′04″),5.0 kg (11.0 lbs),"['Pickup', 'Cheek Pouch', 'Huge Power']","['Bunnelby', 'Diggersby']",They use their large ears to dig burrows. They will dig the whole night through.,https://pokemondb.net/pokedex/bunnelby,https://img.pokemondb.net/artwork/bunnelby.jpg
660,Diggersby,Digging Pokémon,"['Normal', 'Ground']",1.0 m (3′03″),42.4 kg (93.5 lbs),"['Pickup', 'Cheek Pouch', 'Huge Power']","['Bunnelby', 'Diggersby']","With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",https://pokemondb.net/pokedex/diggersby,https://img.pokemondb.net/artwork/diggersby.jpg
661,Fletchling,Tiny Robin Pokémon,"['Normal', 'Flying']",0.3 m (1′00″),1.7 kg (3.7 lbs),"['Big Pecks', 'Gale Wings']","['Fletchling', 'Fletchinder', 'Talonflame']",These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,https://pokemondb.net/pokedex/fletchling,https://img.pokemondb.net/artwork/fletchling.jpg
662,Fletchinder,Ember Pokémon,"['Fire', 'Flying']",0.7 m (2′04″),16.0 kg (35.3 lbs),"['Flame Body', 'Gale Wings']","['Fletchling', 'Fletchinder', 'Talonflame']","From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",https://pokemondb.net/pokedex/fletchinder,https://img.pokemondb.net/artwork/fletchinder.jpg
663,Talonflame,Scorching Pokémon,"['Fire', 'Flying']",1.2 m (3′11″),24.5 kg (54.0 lbs),"['Flame Body', 'Gale Wings']","['Fletchling', 'Fletchinder', 'Talonflame']","In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",https://pokemondb.net/pokedex/talonflame,https://img.pokemondb.net/artwork/talonflame.jpg
664,Scatterbug,Scatterdust Pokémon,['Bug'],0.3 m (1′00″),2.5 kg (5.5 lbs),"['Shield Dust', 'Compound Eyes', 'Friend Guard']","['Scatterbug', 'Spewpa', 'Vivillon']","When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",https://pokemondb.net/pokedex/scatterbug,https://img.pokemondb.net/artwork/scatterbug.jpg
665,Spewpa,Scatterdust Pokémon,['Bug'],0.3 m (1′00″),8.4 kg (18.5 lbs),"['Shed Skin', 'Friend Guard']","['Scatterbug', 'Spewpa', 'Vivillon']","It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",https://pokemondb.net/pokedex/spewpa,https://img.pokemondb.net/artwork/spewpa.jpg
666,Vivillon,Scale Pokémon,"['Bug', 'Flying']",1.2 m (3′11″),17.0 kg (37.5 lbs),"['Shield Dust', 'Compound Eyes', 'Friend Guard']","['Scatterbug', 'Spewpa', 'Vivillon']",Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,https://pokemondb.net/pokedex/vivillon,https://img.pokemondb.net/artwork/vivillon.jpg
667,Litleo,Lion Cub Pokémon,"['Fire', 'Normal']",0.6 m (2′00″),13.5 kg (29.8 lbs),"['Rivalry', 'Unnerve', 'Moxie']","['Litleo', 'Pyroar']","The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",https://pokemondb.net/pokedex/litleo,https://img.pokemondb.net/artwork/litleo.jpg
668,Pyroar,Royal Pokémon,"['Fire', 'Normal']",1.5 m (4′11″),81.5 kg (179.7 lbs),"['Rivalry', 'Unnerve', 'Moxie']","['Litleo', 'Pyroar']",The male with the largest mane of fire is the leader of the pride.,https://pokemondb.net/pokedex/pyroar,https://img.pokemondb.net/artwork/pyroar.jpg
669,Flabébé,Single Bloom Pokémon,['Fairy'],0.1 m (0′04″),0.1 kg (0.2 lbs),"['Flower Veil', 'Symbiosis']","['Flabébé', 'Floette', 'Florges']",It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,https://pokemondb.net/pokedex/flabebe,https://img.pokemondb.net/artwork/flabebe.jpg
670,Floette,Single Bloom Pokémon,['Fairy'],0.2 m (0′08″),0.9 kg (2.0 lbs),"['Flower Veil', 'Symbiosis']","['Flabébé', 'Floette', 'Florges']",It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,https://pokemondb.net/pokedex/floette,https://img.pokemondb.net/artwork/floette.jpg
671,Florges,Garden Pokémon,['Fairy'],1.1 m (3′07″),10.0 kg (22.0 lbs),"['Flower Veil', 'Symbiosis']","['Flabébé', 'Floette', 'Florges']","It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",https://pokemondb.net/pokedex/florges,https://img.pokemondb.net/artwork/florges.jpg
672,Skiddo,Mount Pokémon,['Grass'],0.9 m (2′11″),31.0 kg (68.3 lbs),"['Sap Sipper', 'Grass Pelt']","['Skiddo', 'Gogoat']","Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",https://pokemondb.net/pokedex/skiddo,https://img.pokemondb.net/artwork/skiddo.jpg
673,Gogoat,Mount Pokémon,['Grass'],1.7 m (5′07″),91.0 kg (200.6 lbs),"['Sap Sipper', 'Grass Pelt']","['Skiddo', 'Gogoat']",It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,https://pokemondb.net/pokedex/gogoat,https://img.pokemondb.net/artwork/gogoat.jpg
674,Pancham,Playful Pokémon,['Fighting'],0.6 m (2′00″),8.0 kg (17.6 lbs),"['Iron Fist', 'Mold Breaker', 'Scrappy']","['Pancham', 'Pangoro']","It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",https://pokemondb.net/pokedex/pancham,https://img.pokemondb.net/artwork/pancham.jpg
675,Pangoro,Daunting Pokémon,"['Fighting', 'Dark']",2.1 m (6′11″),136.0 kg (299.8 lbs),"['Iron Fist', 'Mold Breaker', 'Scrappy']","['Pancham', 'Pangoro']","Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",https://pokemondb.net/pokedex/pangoro,https://img.pokemondb.net/artwork/pangoro.jpg
676,Furfrou,Poodle Pokémon,['Normal'],1.2 m (3′11″),28.0 kg (61.7 lbs),['Fur Coat'],[],Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,https://pokemondb.net/pokedex/furfrou,https://img.pokemondb.net/artwork/furfrou.jpg
677,Espurr,Restraint Pokémon,['Psychic'],0.3 m (1′00″),3.5 kg (7.7 lbs),"['Keen Eye', 'Infiltrator', 'Own Tempo']","['Espurr', 'Meowstic']",The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,https://pokemondb.net/pokedex/espurr,https://img.pokemondb.net/artwork/espurr.jpg
678,Meowstic,Constraint Pokémon,['Psychic'],0.6 m (2′00″),8.5 kg (18.7 lbs),"['Keen Eye', 'Infiltrator', 'Prankster']","['Espurr', 'Meowstic']","When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",https://pokemondb.net/pokedex/meowstic,https://img.pokemondb.net/artwork/meowstic-male.jpg
679,Honedge,Sword Pokémon,"['Steel', 'Ghost']",0.8 m (2′07″),2.0 kg (4.4 lbs),['No Guard'],"['Honedge', 'Doublade', 'Aegislash']",Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,https://pokemondb.net/pokedex/honedge,https://img.pokemondb.net/artwork/honedge.jpg
680,Doublade,Sword Pokémon,"['Steel', 'Ghost']",0.8 m (2′07″),4.5 kg (9.9 lbs),['No Guard'],"['Honedge', 'Doublade', 'Aegislash']","When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",https://pokemondb.net/pokedex/doublade,https://img.pokemondb.net/artwork/doublade.jpg
681,Aegislash,Royal Sword Pokémon,"['Steel', 'Ghost']",1.7 m (5′07″),53.0 kg (116.8 lbs),['Stance Change'],"['Honedge', 'Doublade', 'Aegislash']","Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",https://pokemondb.net/pokedex/aegislash,https://img.pokemondb.net/artwork/aegislash-shield.jpg
682,Spritzee,Perfume Pokémon,['Fairy'],0.2 m (0′08″),0.5 kg (1.1 lbs),"['Healer', 'Aroma Veil']","['Spritzee', 'Aromatisse']",It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,https://pokemondb.net/pokedex/spritzee,https://img.pokemondb.net/artwork/spritzee.jpg
683,Aromatisse,Fragrance Pokémon,['Fairy'],0.8 m (2′07″),15.5 kg (34.2 lbs),"['Healer', 'Aroma Veil']","['Spritzee', 'Aromatisse']","It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",https://pokemondb.net/pokedex/aromatisse,https://img.pokemondb.net/artwork/aromatisse.jpg
